areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,title,addr1,addr2,tel,zipcode,sigungu
38,A02,A0203,A02030100,129316,12,20061102000000,http://tong.visitkorea.or.kr/cms/resource/45/605345_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/605345_image3_1.jpg,126.6989155953,34.7055153743,6.0,20201221095454,23529.0,1.0,강진 청자골달마지마을,전라남도 강진군 성전면 달마지길 2,,,59202,1
38,A02,A0206,A02060900,1623643,14,20120507094128,http://tong.visitkorea.or.kr/cms/resource/20/1606620_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/1606620_image3_1.jpg,126.7697553845,34.6404905180,6.0,20201015155728,16162.0,1.0,강진군도서관,전라남도 강진군 강진읍 남문길 10,,,59229,1
38,A02,A0201,A02010200,129692,12,20070827000000,http://tong.visitkorea.or.kr/cms/resource/37/2515537_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2515537_image2_1.jpg,126.8157780917,34.4533428163,6.0,20201123151756,19500.0,1.0,강진마도진만호성지,전라남도 강진군 마량면 마량리,,,59269,1
38,A01,A0101,A01011400,126645,12,20020422000000,http://tong.visitkorea.or.kr/cms/resource/19/220619_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/220619_image3_1.jpg,126.7701508920,34.5952233820,6.0,20200129134759,45588.0,1.0,강진만,전라남도 강진군 신전면 벌정리,,,59254,1
38,A02,A0206,A02060700,130218,14,20071106014716,,,126.7705331509,34.6381546821,6.0,20201204153220,16864.0,1.0,강진문화원,전라남도 강진군 강진읍 영랑로1길 9,,,59233,1
38,A04,A0401,A04010100,132051,38,20020423000000,http://tong.visitkorea.or.kr/cms/resource/44/1971544_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1971544_image3_1.jpg,126.7741772220,34.6403183885,6.0,20201008112154,11259.0,1.0,"강진시장  (4, 9일)",전라남도 강진군 강진읍 시장길 17-14,,061-433-5513,59231,1
38,A02,A0206,A02060600,1778079,14,20130110142454,,,126.7705331509,34.6381546821,6.0,20201015160057,17176.0,1.0,강진아트홀,전라남도 강진군 강진읍 영랑로1길 9,,,59233,1
38,A02,A0201,A02010500,127111,12,20020506000000,http://tong.visitkorea.or.kr/cms/resource/87/1954887_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/1954887_image3_1.jpg,126.7652918469,34.6421930307,6.0,20200612103124,35543.0,1.0,강진영랑생가,전라남도 강진군 강진읍 영랑생가길 15,(강진읍),,59228,1
38,A02,A0207,A02070200,506378,15,20080306161002,http://tong.visitkorea.or.kr/cms/resource/16/2689916_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/16/2689916_image2_1.png,126.8011114048,34.5075226164,6.0,20201201173110,75712.0,1.0,강진청자축제 2020,전라남도 강진군 대구면 청자촌길 33,(사당리),061-430-3352,59263,1
38,A04,A0401,A04010700,132467,38,20040218000000,http://tong.visitkorea.or.kr/cms/resource/63/2500263_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2500263_image2_1.jpg,126.8011891925,34.5068393609,6.0,20200221162203,18978.0,1.0,강진탐진청자,전라남도 강진군 대구면 청자촌길 20-16,,,59263,1
38,A04,A0401,A04010600,2594851,38,20190403160434,http://tong.visitkorea.or.kr/cms/resource/31/2632031_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2632031_image3_1.jpg,126.8011891925,34.5068393609,,20201127172340,10.0,1.0,강진탐진청자 [한국관광 품질인증/Korea Quality],전라남도 강진군 대구면 청자촌길 20-16,,061-433-7582 / 010-3637-7583,59263,1
38,A02,A0201,A02010700,1624164,12,20120507162218,http://tong.visitkorea.or.kr/cms/resource/40/1608440_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/1608440_image3_1.jpg,126.7714883256,34.6503616614,6.0,20200401152945,16018.0,1.0,강진향교,전라남도 강진군 강진읍 향교로 140,,,59222,1
37,B02,B0201,B02010900,136962,32,20021125000000,,,127.0688154117,35.4086478499,6.0,20200417152711,22829.0,7.0,강천각모텔,전라북도 순창군 팔덕면 강천산길 85,,063-652-9930,56020,7
37,A05,A0502,A05020100,1985854,39,20150126130542,,,127.0688209680,35.4085950781,6.0,20200210170149,4834.0,7.0,강천각식당,전라북도 순창군 팔덕면 강천산길 85,,063-652-9920,56020,7
37,A01,A0102,A01020100,2357460,12,20151229140200,http://tong.visitkorea.or.kr/cms/resource/58/2357358_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/58/2357358_image2_1.JPG,127.0556862716,35.3987570781,6.0,20201230100403,2706.0,7.0,강천사 모과나무,전라북도 순창군 팔덕면 강천산길 270,(팔덕면) 부근,,56020,7
37,A02,A0201,A02010800,126347,12,20031030000000,http://tong.visitkorea.or.kr/cms/resource/60/1954560_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1954560_image3_1.jpg,127.0555668463,35.3984154482,6.0,20200129095303,64386.0,7.0,강천사(순창),전라북도 순창군 팔덕면 강천산길 270,(팔덕면),,56020,7
33,A02,A0201,A02010800,527227,12,20080328162644,,,128.2669759133,37.2065251190,6.0,20210305144128,25018.0,7.0,강천사(제천),충청북도 제천시 송학면 옥천3길 56-10,(송학면),,27123,7
37,A01,A0101,A01010900,1625118,12,20120508163523,http://tong.visitkorea.or.kr/cms/resource/71/1604371_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/1604371_image3_1.jpg,127.0647187774,35.3998321107,6.0,20200727153246,22834.0,7.0,강천사계곡,전북 순창군 팔덕면,,,56020,7
37,A01,A0101,A01010300,126249,12,20031014000000,http://tong.visitkorea.or.kr/cms/resource/95/2634995_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/95/2634995_image2_1.JPG,127.0675127446,35.4088283627,6.0,20201023152717,95288.0,7.0,강천산 군립공원,전라북도 순창군 팔덕면 강천산길 97,,,56020,7
37,A01,A0101,A01010900,1610495,12,20120423141319,,,127.0773368231,35.4108421918,,20201224143801,24122.0,7.0,강천산계곡,전북 순창군 팔덕면 청계리,,,595-861,7
37,A02,A0203,A02030500,127651,12,20030804000000,http://tong.visitkorea.or.kr/cms/resource/57/2356057_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2356057_image2_1.jpg,127.0627071317,35.4277205858,6.0,20210125164132,23800.0,7.0,강천산휴양농원,전라북도 순창군 구림면 강천로 854-23,,,56013,7
32,A05,A0502,A05020100,2685469,39,20201124164452,http://tong.visitkorea.or.kr/cms/resource/87/2684787_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2684787_image2_1.jpg,128.9049990344,37.7607066913,6.0,20210312100542,0.0,1.0,강촌,강원도 강릉시 용지각길8번길 1,,033-641-1189,25548,1
32,B02,B0201,B02010700,139190,32,20070912000000,http://tong.visitkorea.or.kr/cms/resource/81/2045681_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/81/2045681_image2_1.JPG,127.6345597418,37.8118376994,6.0,20201022132039,25339.0,13.0,강촌 느티나무마을펜션,강원도 춘천시 남산면 강촌로 80-1,,033-261-0051,24465,13
32,B02,B0201,B02010900,2021698,32,20150729132717,http://tong.visitkorea.or.kr/cms/resource/81/2021681_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2021681_image2_1.jpg,127.6428153341,37.7850909624,6.0,20201013113742,6817.0,13.0,강촌 센스무인텔,강원도 춘천시 남산면 보매기길 38,,033-261-6161,24465,13
32,B02,B0201,B02010600,136078,32,20030402000000,http://tong.visitkorea.or.kr/cms/resource/56/588256_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/588256_image3_1.jpg,127.6299825392,37.8064465748,6.0,20200409110158,32553.0,13.0,강촌 유스호스텔,강원도 춘천시 남산면 강촌구곡길 62-9,,033-262-1201,24465,13
32,A03,A0302,A03020500,2605226,28,20190604142737,http://tong.visitkorea.or.kr/cms/resource/33/2368633_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2368633_image3_1.jpg,127.6340960708,37.8058717180,6.0,20200810095741,0.0,13.0,강촌 자전거 하이킹,강원도 춘천시 남산면 강촌로 150,,,24465,13
32,A02,A0202,A02020700,2706334,12,20210217153615,,,127.6358095763,37.8136014070,6.0,20210226155145,0.0,13.0,강촌 출렁다리공원,강원도 춘천시 남산면 강촌리,,,24465,13
32,B02,B0201,B02010700,1802452,32,20130401094652,,,127.6372818657,37.8067688951,6.0,20201109155314,31308.0,13.0,강촌w펜션,강원도 춘천시 남산면 강촌로 143,,010-3789-8080,24465,13
37,A05,A0502,A05020100,1855052,39,20131031132359,http://tong.visitkorea.or.kr/cms/resource/12/1976712_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/1976712_image3_1.jpg,127.1545918319,35.8113397417,6.0,20200210170135,3789.0,12.0,강촌떡갈비,전라북도 전주시 완산구 전주천동로 56,,063-283-0600,55045,12
32,A02,A0202,A02020600,2710738,12,20210323173954,,,127.6352957953,37.8115238609,6.0,20210323173954,0.0,13.0,강촌랜드,강원도 춘천시 남산면 강촌로 88,,,24465,13
32,A03,A0305,A03050100,1947118,28,20140911145714,http://tong.visitkorea.or.kr/cms/resource/92/1780592_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/1780592_image3_1.jpg,127.7121497907,37.8157136906,6.0,20210414132328,5267.0,13.0,강촌레일파크 (김유정레일바이크),강원도 춘천시 신동면 김유정로 1383,,,24412,13
31,A05,A0502,A05020100,133814,39,20041108000000,http://tong.visitkorea.or.kr/cms/resource/35/688035_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/688035_image3_1.jpg,127.3011325839,37.4952377933,6.0,20200210170100,28882.0,5.0,강촌매운탕,경기도 광주시 남종면 산수로 1633,,031-767-9055,12708,5
32,A05,A0502,A05020100,626900,39,20080922112248,http://tong.visitkorea.or.kr/cms/resource/74/589274_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/589274_image3_1.jpg,128.6242620698,38.0688377254,6.0,20200323172820,15212.0,7.0,강촌식당,강원도 양양군 양양읍 안산2길 75,,033-671-9966,25032,7
32,A02,A0202,A02020100,125605,12,20031107000000,http://tong.visitkorea.or.kr/cms/resource/65/1850165_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/1850165_image3_1.jpg,127.6325486998,37.8157038798,6.0,20210414132251,41723.0,13.0,강촌유원지,강원도 춘천시 남산면 일원,,,24465,13
36,A05,A0502,A05020100,1599093,39,20120410102131,,,127.9143834023,35.6838203710,,20200218160212,13674.0,2.0,강촌추어탕,경상남도 거창군 거창읍 창남4길 25,,055-944-7337,50144,2
32,A01,A0101,A01010500,2396443,12,20160804143951,,,127.6038520409,37.7909145632,6.0,20160812165310,699.0,13.0,강촌환경생태연못,강원도 춘천시 남산면 강촌리 447 일원,,033-250-3331,,13
3,A05,A0502,A05020100,1014486,39,20100504152808,http://tong.visitkorea.or.kr/cms/resource/96/1023896_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/1023896_image3_1.jpg,127.3838210857,36.4462185283,6.0,20200528101908,42499.0,4.0,강태분 할머니묵집,대전광역시 유성구 금남구즉로 1378,,042-935-5842,34003,4
31,A02,A0201,A02010700,1955953,12,20141014160410,,,127.6332886565,37.2993943099,6.0,20201105152616,3102.0,20.0,강한사,경기도 여주시 청심로 113,(하동),,12619,20
1,A05,A0502,A05020100,2682667,39,20201116144915,http://tong.visitkorea.or.kr/cms/resource/99/2682599_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2682599_image2_1.jpg,126.8977249064,37.4927974795,6.0,20210311162959,0.0,20.0,강한식당,서울특별시 영등포구 대림로23길 30,,02-834-8855,07417,20
2,A01,A0102,A01020100,1619788,12,20120430170349,http://tong.visitkorea.or.kr/cms/resource/80/1579080_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/1579080_image3_1.jpg,126.4948543916,37.7541460175,6.0,20201230103129,19277.0,1.0,강화 갑곶리 탱자나무,인천광역시 강화군 강화읍 동문로 119,(강화읍),,23022,1
2,A02,A0201,A02010700,125565,12,20060302000000,http://tong.visitkorea.or.kr/cms/resource/77/1876577_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1876577_image3_1.jpg,126.4374730037,37.7734344221,6.0,20201117174312,74385.0,1.0,강화 고인돌 유적 [유네스코 세계문화유산],인천 강화군 하점면 부근리,317번지,,417-872,1
2,A03,A0303,A03030500,131536,28,20020625000000,http://tong.visitkorea.or.kr/cms/resource/57/1577257_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/1577257_image3_1.jpg,126.4616044876,37.6607979838,6.0,20200818150657,49005.0,1.0,강화 길정지,인천광역시 강화군 양도면 길정리 산201,(양도면),,23058,1
2,A02,A0203,A02030100,800798,12,20090910095833,http://tong.visitkorea.or.kr/cms/resource/56/2512556_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2512556_image2_1.jpg,126.4164969660,37.6803032508,6.0,20201210100140,26145.0,1.0,강화 달빛동화마을,인천광역시 강화군 양도면 강화남로921번길 10-6,,,23056,1
2,A02,A0201,A02010700,127185,12,20040224000000,http://tong.visitkorea.or.kr/cms/resource/67/1579067_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/1579067_image3_1.jpg,126.5237018914,37.6496170469,6.0,20200113164556,45095.0,1.0,강화 덕진진,인천광역시 강화군 불은면 덕진로 34,,,23047,1
2,A01,A0101,A01011200,127291,12,20060302000000,http://tong.visitkorea.or.kr/cms/resource/15/2003415_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2003415_image3_1.jpg,126.4570623331,37.5932918804,6.0,20210302103156,153456.0,1.0,강화 동막해변,인천광역시 강화군 화도면 해안남로 1481,,,23062,1
2,A02,A0207,A02070200,2605336,15,20190605150710,http://tong.visitkorea.or.kr/cms/resource/76/2681576_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2681576_image2_1.jpg,126.4855748369,37.7487881453,6.0,20201111162218,0.0,1.0,강화 문화재 야행 2020,온라인개최,,032-930-3569,,1
2,A01,A0102,A01020100,128817,12,20060308000000,,,126.4567228313,37.6165030596,6.0,20201228152050,24073.0,1.0,강화 사기리 탱자나무,인천광역시 강화군 화도면 해안남로1114번길 6,,,23059,1
2,A02,A0201,A02010900,250326,12,20071023000000,,,126.2442776542,37.6436850663,6.0,20210122145914,29164.0,1.0,강화 서도 중앙교회,인천광역시 강화군 서도면 주문도길 256-1,,,23008,1
2,A02,A0201,A02010300,128813,12,20060306000000,http://tong.visitkorea.or.kr/cms/resource/52/2512552_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2512552_image2_1.jpg,126.4756785763,37.7468243111,6.0,20210312152101,24767.0,1.0,강화 석수문,인천광역시 강화군 강화읍 국화리,,,23033,1
2,A02,A0201,A02010700,250304,12,20071022000000,http://tong.visitkorea.or.kr/cms/resource/47/1577247_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/1577247_image3_1.jpg,126.4924889291,37.7188250962,6.0,20200323170747,28888.0,1.0,강화 선원사지,인천광역시 강화군 선원면 선원사지로 222,,,23042,1
2,A02,A0203,A02030400,971122,12,20100311105104,http://tong.visitkorea.or.kr/cms/resource/58/2490358_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/58/2490358_image2_1.JPG,126.4347557746,37.7029259337,6.0,20200110102901,40747.0,1.0,강화 아르미애월드,인천광역시 강화군 불은면 중앙로 742-2,,,23038,1
2,A02,A0203,A02030100,128385,12,20050419000000,http://tong.visitkorea.or.kr/cms/resource/15/2512715_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2512715_image2_1.jpg,126.3604121578,37.7184755935,6.0,20210215161509,31816.0,1.0,강화 용두레마을,인천광역시 강화군 내가면 황청포구로385번길 8,,,23017,1
2,A02,A0203,A02030400,2684765,12,20201123134639,,,126.4861109075,37.7484743032,6.0,20210401164854,0.0,1.0,강화 원도심 스토리워크,인천광역시 강화군 강화읍 관청길27번길 10,,,23031,1
2,A04,A0401,A04010600,1177090,38,20110118170457,http://tong.visitkorea.or.kr/cms/resource/72/1163172_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1163172_image3_1.jpg,126.4924882782,37.7421168236,6.0,20201005103152,26421.0,1.0,강화 인삼센터,인천광역시 강화군 강화읍 강화대로 335,,032-933-8913,23027,1
2,A03,A0302,A03020500,1074812,28,20100816173020,,,126.4880330099,37.7464579051,6.0,20200810105225,36176.0,1.0,강화 자전거 관광코스,인천광역시 강화군 강화읍,(강화읍),032-930-3731,23031,1
2,A02,A0201,A02010700,128823,12,20060308000000,http://tong.visitkorea.or.kr/cms/resource/03/183103_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/183103_image3_1.jpg,126.4256099947,37.7808861210,6.0,20210329164342,24819.0,1.0,강화 장정리 석조여래입상,인천광역시 강화군 하점면 장정리,,,23014,1
2,A02,A0201,A02010700,128824,12,20060308000000,http://tong.visitkorea.or.kr/cms/resource/05/183105_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/183105_image3_1.jpg,126.4203938355,37.7798472622,6.0,20200323144955,22909.0,1.0,강화 장정리 오층석탑,인천광역시 강화군 하점면 장정리,산 193,,23014,1
2,A02,A0201,A02010800,125534,12,20040224000000,http://tong.visitkorea.or.kr/cms/resource/38/2675538_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2675538_image2_1.jpg,126.4829144565,37.6316934164,6.0,20210319131332,68321.0,1.0,강화 전등사,인천광역시 강화군 길상면 전등사로 37-41,,,23050,1
2,A04,A0401,A04010200,1178052,38,20110119163428,http://tong.visitkorea.or.kr/cms/resource/80/1163180_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/1163180_image3_1.jpg,126.4835250274,37.7486936757,6.0,20210226161701,18045.0,1.0,강화 중앙시장,인천광역시 강화군 강화읍 강화대로 429,(강화읍),032-933-7104,23033,1
2,A02,A0201,A02010700,127802,12,20040224000000,http://tong.visitkorea.or.kr/cms/resource/41/217641_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/217641_image3_1.jpg,126.4315502058,37.6139668020,6.0,20210303172331,34920.0,1.0,강화 참성단,인천광역시 강화군 화도면 흥왕리,,,23059,1
2,A02,A0201,A02010700,128030,12,20040224000000,http://tong.visitkorea.or.kr/cms/resource/34/1577834_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/1577834_image3_1.jpg,126.5322543599,37.6326163996,6.0,20201126151727,53795.0,1.0,강화 초지진,인천광역시 강화군 길상면 해안동로 58,,,23049,1
2,A04,A0401,A04010200,1039977,38,20100609102025,http://tong.visitkorea.or.kr/cms/resource/17/1162117_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/1162117_image3_1.jpg,126.4928438212,37.7414252440,6.0,20210312164057,25125.0,1.0,강화 풍물시장,인천광역시 강화군 강화읍 중앙로 17-9,,"032-930-7042,3",23027,1
2,A02,A0201,A02010700,125566,12,20040224000000,,,126.4393070303,37.7425658342,6.0,20210311150115,27668.0,1.0,강화 홍릉,인천 강화군 강화읍 국화리,산180번지,,417-804,1
2,A02,A0203,A02030100,129291,12,20061031000000,http://tong.visitkorea.or.kr/cms/resource/10/2512610_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2512610_image2_1.jpg,126.4584675001,37.8020036798,6.0,20210226100950,26053.0,1.0,강화 화문석마을,인천광역시 강화군 송해면 전망대로468번길 11,,,23013,1
32,A05,A0502,A05020100,134470,39,20040102000000,http://tong.visitkorea.or.kr/cms/resource/00/1814100_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/1814100_image3_1.jpg,129.1534005870,37.4375182824,6.0,20200210165503,28663.0,4.0,강화가든,강원도 삼척시 원당로2길 69,,033-575-0011,25918,4
2,A01,A0101,A01010500,1705415,12,20120831145548,http://tong.visitkorea.or.kr/cms/resource/06/643606_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/643606_image3_1.jpg,126.3760356004,37.6227842468,6.0,20201230101817,34393.0,1.0,강화갯벌 및 저어새번식지,인천광역시 강화군 화도면 해안남로,,,23061,1
2,A02,A0203,A02030400,2606229,12,20190612162420,http://tong.visitkorea.or.kr/cms/resource/30/2611430_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/30/2611430_image2_1.bmp,126.4841861079,37.7476215900,6.0,20200821160733,0.0,1.0,강화관광플랫폼,인천광역시 강화군 강화읍 강화대로 430,,,23032,1
2,A01,A0101,A01011300,125502,12,20060302000000,http://tong.visitkorea.or.kr/cms/resource/73/1924973_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/1924973_image3_1.jpg,126.4877441465,37.7465023392,6.0,20201026092057,262135.0,1.0,강화도,인천광역시 강화군 강화읍 강화대로,,,23031,1
2,A03,A0303,A03030600,131119,28,20020704000000,http://tong.visitkorea.or.kr/cms/resource/52/1096352_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/1096352_image2_1.jpg,126.5201803687,37.7355458560,6.0,20200819174803,26660.0,1.0,강화도,인천광역시 강화군 강화읍 강화대로,(강화읍),,23026,1
2,A03,A0303,A03030500,1516091,28,20111228150458,http://tong.visitkorea.or.kr/cms/resource/58/1575758_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/1575758_image3_1.jpg,126.3652812635,37.7146122396,6.0,20200402173520,19625.0,1.0,강화도 황청낚시터,인천광역시 강화군 내가면 황청포구로443번길 90,,,23017,1
2,A02,A0204,A02040800,2599177,12,20190425103433,http://tong.visitkorea.or.kr/cms/resource/31/2672631_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2672631_image3_1.jpg,126.4455529675,37.7680713013,,20200924145840,19.0,1.0,강화도령 화문석 체험장,인천광역시 강화군 송해면 강화대로 891-10,,,23019,1
2,A02,A0201,A02011000,631066,12,20081001173451,http://tong.visitkorea.or.kr/cms/resource/31/2657531_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2657531_image3_1.jpg,126.4329663820,37.8263253898,6.0,20210413135356,55007.0,1.0,강화도제적봉 평화전망대,인천광역시 강화군 양사면 전망대로 797,(양사면),,23012,1
2,A03,A0305,A03050100,2597317,28,20190416113912,http://tong.visitkorea.or.kr/cms/resource/13/2597313_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/13/2597313_image2_1.bmp,126.4538675793,37.7148582113,6.0,20200526091523,17.0,1.0,강화레포츠파크,인천광역시 강화군 불은면 중앙로 546-34,,,23038,1
2,A02,A0203,A02030400,2612802,12,20190724132817,http://tong.visitkorea.or.kr/cms/resource/64/2611264_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/64/2611264_image2_1.bmp,126.4981273568,37.6171759306,6.0,20210120131447,0.0,1.0,강화루지(강화씨사이드리조트),인천광역시 강화군 길상면 장흥로 217,(길상면),,23052,1
2,A02,A0206,A02060600,130219,14,20071106014721,http://tong.visitkorea.or.kr/cms/resource/47/1895147_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/1895147_image3_1.jpg,126.4746009394,37.7453439098,6.0,20200821162308,24290.0,1.0,강화문예회관,인천광역시 강화군 강화읍 고비고개로19번길 12,,,23028,1
2,A02,A0206,A02060200,2657498,14,20200526110600,http://tong.visitkorea.or.kr/cms/resource/31/1786431_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1786431_image3_1.jpg,126.4855887017,37.7496074946,6.0,20200807175836,0.0,1.0,강화문학관,인천광역시 강화군 강화읍 관청길 40,,,23030,1
2,A02,A0206,A02060700,129867,14,20071106013340,http://tong.visitkorea.or.kr/cms/resource/32/1895132_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/1895132_image3_1.jpg,126.4879775686,37.7425639138,6.0,20200526130754,19698.0,1.0,강화문화원(강화미술관),인천광역시 강화군 강화읍 남문로 52,,,23037,1
2,A02,A0201,A02010200,125564,12,20060302000000,http://tong.visitkorea.or.kr/cms/resource/34/1579234_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/1579234_image3_1.jpg,126.4838970101,37.7560400476,6.0,20210125154649,47816.0,1.0,강화산성,인천 강화군 강화읍 국화리 산3번지,",국화리, 신문리, 관청리, 남산리",,417-800,1
2,A05,A0502,A05020100,728954,39,20090428105746,http://tong.visitkorea.or.kr/cms/resource/91/1898991_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/1898991_image3_1.jpg,126.3768888941,37.7016028506,6.0,20200210100438,15639.0,1.0,강화어부네꽃게탕,인천광역시 강화군 내가면 해안서로 920,,032-933-2496,23054,1
2,A02,A0206,A02060100,129810,14,20071106013126,http://tong.visitkorea.or.kr/cms/resource/81/1876581_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/1876581_image3_1.jpg,126.4352815292,37.7737399035,6.0,20210316144203,52632.0,1.0,강화역사박물관,인천광역시 강화군 하점면 강화대로 994-19,,,23014,1
2,A02,A0201,A02010700,1614793,12,20120425174938,http://tong.visitkorea.or.kr/cms/resource/46/1575646_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/1575646_image3_1.jpg,126.4854359021,37.7508851202,6.0,20200323152155,17925.0,1.0,강화유수부동헌,인천광역시 강화군 강화읍 북문길 42,,,23030,1
2,A02,A0201,A02010700,1615571,12,20120426100342,http://tong.visitkorea.or.kr/cms/resource/50/1575650_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/1575650_image3_1.jpg,126.4846998401,37.7515350315,6.0,20200323152702,17229.0,1.0,강화유수부이방청,인천광역시 강화군 강화읍 북문길 42,,,23030,1
2,B02,B0201,B02010600,136605,32,20031222000000,http://tong.visitkorea.or.kr/cms/resource/56/1575756_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/1575756_image3_1.jpg,126.3745584698,37.7045385779,6.0,20200217093755,41693.0,1.0,강화유스호스텔,인천광역시 강화군 내가면 해안서로 972,,032-933-8891,23054,1
2,A02,A0206,A02060100,2523291,14,20171218135634,http://tong.visitkorea.or.kr/cms/resource/86/2523286_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2523286_image2_1.jpg,126.4347260016,37.7745647975,6.0,20200821161402,1536.0,1.0,강화자연사박물관,인천광역시 강화군 하점면 강화대로 994-33,,,23014,1
2,A02,A0206,A02060100,2657495,14,20200526105909,,,126.5160613555,37.7336321177,6.0,20200807180058,0.0,1.0,강화전쟁박물관,인천광역시 강화군 강화읍 해안동로1366번길 18,,,23027,1
2,A02,A0201,A02010700,125567,12,20060302000000,http://tong.visitkorea.or.kr/cms/resource/19/688619_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/688619_image3_1.jpg,126.5160196946,37.7335599037,6.0,20210406144339,34972.0,1.0,강화전적지,인천광역시 강화군 강화읍 해안동로1366번길 18,,,23027,1
2,A04,A0401,A04010900,1249666,38,20110404134707,http://tong.visitkorea.or.kr/cms/resource/82/1946482_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/1946482_image3_1.jpg,126.3784665487,37.7007946382,6.0,20201005102701,22991.0,1.0,강화젓갈,인천광역시 강화군 내가면 해안서로 899-2,,032-933-2497,23054,1
2,B02,B0201,B02010900,2521964,32,20171213100249,http://tong.visitkorea.or.kr/cms/resource/51/2521951_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/51/2521951_image2_1.JPG,126.4771467709,37.7866919073,6.0,20210414145819,1882.0,1.0,강화평화빌리지,인천광역시 강화군 송해면 상도숭뢰길 183,,"032-930-7058, 7062",23020,1
